Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
24,Metric,Combat Baby,0.30434782608695654,0.4601769911504423,0.6090651558073658,9.0,0.18612888482632556,0.0,-0.033126293995859306,-0.20449028410996273,-0.06552656836227204,-0.18459599936997956,0.6930294906166219,0.45189236594630156,0.009275547641928958,0.0,10
25,Tyla Yaweh,Tommy Lee (feat. Post Malone) - Tommy Lee Remix,0.782608695652174,-0.18141592920353997,-0.2889518413597733,10.0,0.17744515539305308,0.0,1.0952380952380953,0.3070811873406853,0.0,-0.2148369822019216,0.20509383378016102,-0.04944387492074401,0.23271528467996389,0.0,10
26,Underoath,A Boy Brushed Red Living In Black And White,0.782608695652174,-0.5575221238938055,0.6600566572237964,1.0,0.779136197440585,-1.0,1.2194616977225672,-0.21577304552828064,0.0,0.050401638053236775,-0.09517426273458438,1.1808932370212795,0.5902220173556696,0.0,8
27,Adi-Keshet Cohen,Requiem,-1.3043478260869565,-0.25221238938053114,-0.32294617563739375,1.0,-0.439099634369287,0.0,-0.2194616977225674,0.9197684994031996,0.3172498036820522,-0.11340368561978265,-0.7412868632707773,0.36428711105317124,-0.15252599283642498,0.0,6
28,Human Impact,Genetic,-1.0,-1.6327433628318584,0.5892351274787537,5.0,0.0257084095063987,-1.0,1.9648033126293993,-0.21608241387144328,0.40275717651164816,-0.16380532367301942,-0.8002680965147452,-0.4329301895625072,0.7021927676205094,1.0,8
29,a crowd of rebellion,Meteor,-0.34782608695652173,-0.31415929203539844,0.6912181303116147,7.0,1.1066384826325408,-1.0,0.21946169772256727,-0.22048474878018764,-0.06641654305906988,1.480548117813829,-0.15415549597855224,-0.39391551165285005,-0.07345604908530208,0.0,10
30,Planet of Zeus,Leftovers,-0.2608695652173913,-0.41150442477876115,0.6118980169971674,11.0,0.726119744058501,0.0,-0.24016563146997943,-0.22055937190399913,-0.06512520722450048,-0.36604189636163176,0.11126005361930304,-0.3570814840273293,0.23440171526502734,-1.0,8
31,Arlo Guthrie,Coming into Los Angeles (Taking Woodstock - Original Motion Picture Soundtrack) - Live,-0.43478260869565216,0.33185840707964576,0.4220963172804533,Unknown,-0.04284734917733069,0.0,-0.1656314699792961,0.6331713086865545,-0.05043189948521071,3.584816506536462,0.6742627345844503,0.31991561831509185,-1.0731200785739992,0.0,10
32,Give a Little Love (feat. Sufjan Stevens),"Mina Tindle, Sufjan Stevens",-0.34782608695652173,0.07964601769911461,-1.2294617563739376,3.0,-0.8111288848263254,0.0,-0.31055900621118027,1.6923566519016133,0.2177820434517058,-0.05670184280989137,-0.5911528150134047,0.28791694566743886,-25.41044433270377,0.0,0
33,Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,-1.8695652173913044,-0.6283185840707964,0.577903682719547,1.0,0.716064899451554,0.0,0.3995859213250518,1.0573044712495012,5.253991798272402,0.9954323515514252,0.04691689008042899,-0.10407864562655195,1.6770108100170025,0.0,10
34,Our Lady Peace,Superman's Dead,0.4782608695652174,-1.3185840707964602,0.48158640226628907,1.0,-0.31272851919561223,0.0,0.14699792960662517,-0.1914396843716336,-0.06825599860396125,-0.2116868798235943,0.32305630026809645,1.3083901704818173,0.47536680373922696,0.0,10
35,Reeshabh Purohit,Soona Soona,0.05086956521739138,-0.34513274336283184,-1.43342776203966,1.0,-2.715150822669104,0.0,-0.32298136645962744,1.3251513136368922,1.7987959165866854,-0.15120491415971024,-0.9986595174262733,-0.47533435650076755,-24.642999898808476,0.0,0
36,Johnny Cosmic,Kingdom (with The Movement),0.13043478260869565,0.8716814159292032,-0.5552407932011331,5.0,-0.3159277879341865,-1.0,0.31055900621118016,-0.05537431308800294,1.0833260622982288,-0.05670184280989137,-0.09785522788203746,-1.0916524944150467,0.7136671596323163,0.0,10
37,Sonna,Something's Gotta Give,-0.5652173913043478,0.5353982300884955,-0.6685552407932009,1.0,-0.1811014625228518,-1.0,0.8053830227743269,0.7533258054512066,0.0,0.648921089935423,0.0442359249329759,-0.833316543906327,-0.9330777139888301,0.0,5
38,Urban Dance Squad,Demagogue,-0.30434782608695654,0.43362831858407064,0.7960339943342778,2.0,0.19252742230347353,0.0,0.3146997929606625,-0.18753904909812563,-0.06740947561294826,3.232005040163805,0.5509383378016087,-0.5982803676291948,0.3931693692968646,0.0,10
39,Betcha,July,0.4782608695652174,0.2743362831858404,-0.11614730878186948,6.0,0.3339808043875687,-1.0,-0.43271221532091103,-0.19171850795456133,0.32248494895733354,-0.4744054181760907,0.23190348525469157,-0.4758795190718016,-0.015414699640356968,0.0,1
40,ED.,Sonic Boom,-0.5217391304347826,1.566371681415929,0.07648725212464597,10.0,-0.5163391224862887,0.0,2.5859213250517596,-0.21854169410017033,0.28060378675508246,-0.12600409513309185,0.6099195710455763,-0.1197224411431823,0.11295529718617484,0.0,6
41,Corey Harper,On the Run,-0.5695652173913044,-0.592920353982301,-0.5297450424929178,9.0,-0.10911791590493582,0.0,-0.4161490683229815,0.7010068404319418,0.0,-0.38683257205859195,-1.1423592493297585,-0.8689654355078608,-25.507822851497927,0.0,0
42,James Taylor,Mexico,-1.7826086956521738,1.0132743362831855,-0.5722379603399432,11.0,-1.47040676416819,0.0,-0.36853002070393387,0.47264018388148943,-0.06828130180612511,-0.06300204756654597,0.7707774798927614,-0.09637526147063538,-0.387999568285806,0.0,10
43,"Bickram Ghosh, Kala Ramnath",Rasiya,-1.0,0.8274336283185837,-0.42209631728045305,2.0,-0.3879113345521023,-1.0,-0.15320910973084895,1.4493145380962287,1.5195881685716777,-0.23688769885021269,-0.6581769436997318,0.3060969322754017,-24.385642954036612,-3.0,0
44,Greta Van Fleet,Rolling In The Deep - Recorded At Spotify Studios NYC,0.6956521739130435,0.3053097345132741,-0.6373937677053824,11.0,-0.7128656307129795,-1.0,-0.42857142857142866,-0.2047704024448338,-0.018672018148503618,-0.18270593794298312,-0.24798927613941008,-0.35727110579116744,0.3052876346449221,0.0,10
45,Thornhill,Reptile,-0.21739130434782608,-0.34513274336283184,0.8101983002832862,11.0,1.0663848263254114,-1.0,3.3933747412008284,-0.2204070008557578,0.10784399267079661,1.5687509844069931,-0.5965147453083108,0.11851360239871535,0.16669974679803856,0.0,8
46,J.I the Prince of N.Y,R&B Shit (feat. A Boogie Wit da Hoodie),0.9130434782608695,-0.013274336283185851,-0.6827195467422095,6.0,-0.8847120658135281,-1.0,7.01656314699793,0.9084699786382616,0.0,-0.2614584974011656,0.041554959785522816,-0.49401210023880504,0.042220869020779046,0.0,5
47,Cody Jinks,What Else Is New,0.0,-0.14601769911504436,-0.27762039660056653,8.0,0.039648080438757005,0.0,-0.42236024844720504,-0.21532311585059594,0.0,-0.4756654591274217,0.9128686327077746,-0.56919712960055,-0.4770459361624091,-3.0,10
48,R. D. Burman,"Mehbooba Mehbooba - From “Sholay Songs And Dialogues, Vol. 2” Soundtrack",-0.34782608695652173,-0.07522123893805316,-0.6288951841359773,3.0,-0.7862202925045704,0.0,-0.23395445134575582,1.7009149189430153,9.651513829508769,-0.10710348086312806,-0.15683646112600533,-0.20263455738132366,-25.27427048429223,0.0,3
49,R.B James,Let Me Reach That Mountain,0.13043478260869565,0.7035398230088491,-1.6657223796033995,9.0,-2.9480118829981716,-1.0,0.2650103519668737,1.624401896233321,15.445074600820172,-0.14490470940305564,-0.8083109919571044,-1.068779369152095,-25.46497843234029,0.0,7
50,Swiss Portrait,Cassette,-0.17391304347826086,0.2035398230088492,0.09348441926345617,10.0,-0.34472120658135275,0.0,-0.2939958592132506,0.796849191874335,16.055841549603002,0.11970389037643717,0.6206434316353886,-0.04927795587738602,0.10552133695199771,0.0,6
51,The Wallflowers,One Headlight,1.173913043478261,0.6902654867256632,-0.45325779036827174,2.0,-0.4466407678244971,0.0,-0.40165631469979307,-0.21874156976492223,0.018846522991013005,-0.4416443534414868,0.727882037533512,-0.29697138489070085,0.9554108761083512,0.0,10
52,Hanan Ben Ari,◊ê◊ú◊ï◊£ ◊î◊¢◊ï◊ú◊ù,0.43478260869565216,0.1681415929203536,-0.7535410764872521,10.0,-0.29604661791590464,-1.0,0.06211180124223594,1.3494577117771498,0.0,0.025200819026618387,-0.698391420911528,0.17665637573552517,0.07465969880897229,0.0,9
53,Black Mountain,Wucan,0.0,-0.09292035398230096,-0.2436260623229461,1.0,-0.6881855575868372,0.0,-0.44513457556935826,-0.1828098128960741,11.326760317598813,-0.27090880453614746,-0.10053619302949054,-0.4186137463927424,1.309356775047668,0.0,10
54,Limp Bizkit,Nookie,1.0,0.12389380530973411,0.6515580736543912,11.0,0.232518281535649,0.0,0.7225672877846792,-0.21445158153958915,1.193264113079138,3.7108206016695537,-0.5268096514745307,-0.5330741835894218,0.7736786230246491,0.0,8
55,Garbage,#1 Crush,0.08695652173913043,0.45132743362831845,-0.20396600566572226,7.0,-0.032563985374771294,-1.0,-0.4865424430641823,-0.22025094809197854,0.21429194660151818,1.2726413608442275,-0.09517426273458438,-0.612857540724237,0.7814202434563903,0.0,10
56,The Cardigans,My Favourite Game,1.0,0.18141592920353947,0.2209631728045328,5.0,0.18932815356489965,-1.0,-0.34782608695652184,-0.22045150846295639,-0.04275368641479801,-0.35344148684832255,-0.15147453083109916,0.5517756300479388,0.12732352179977466,0.0,6
57,Polo G,RAPSTAR,1.9565217391304348,1.079646017699115,-0.4617563739376769,6.0,0.03462065813528346,0.0,4.0351966873706,0.7473383556567605,0.0,0.0,-0.11662198391420905,-0.9249038558400543,-25.90066027096733,0.0,9
58,Sarcastic Sounds,say goodbye,0.8260869565217391,0.7300884955752208,-0.8045325779036827,8.0,-0.582152650822669,0.0,0.9047619047619049,1.5905404153500835,-0.027222755431463217,0.12600409513309177,-0.16756032171581767,-0.6647190931339145,-2.0841694746356825,0.0,6
59,Evergrey,The Beholder,0.21739130434782608,-0.14601769911504436,0.4985835694050993,9.0,-0.012911334552102324,-1.0,-0.022774327122153288,-0.216054288072672,-0.06822790332431725,-0.20979681839659794,0.0442359249329759,0.4018559230135642,1.2214342563273477,0.0,8
60,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,2.0869565217391304,0.18141592920353947,-0.23512747875354098,5.0,-0.21720749542961604,0.0,-0.30434782608695665,0.25045427431926076,0.0,-0.22869743266656165,0.6394101876675602,0.6643398496062386,-25.21179685625266,0.0,9
61,Pit Pony,Dutch Courage,-0.8260869565217391,-1.7123893805309733,0.6147308781869691,1.0,0.8529478976234004,0.0,0.5217391304347827,-0.22054700500579594,1.6626821394293692,0.5670184280989132,-0.15415549597855224,0.7543627819883028,0.609649782628846,0.0,1
62,Vertilizar,Nobody's Favorite,-0.782608695652174,-0.5265486725663718,0.7422096317280454,6.0,0.9493829981718465,0.0,0.391304347826087,-0.22056458348328317,3.0726812669051564,-0.06930225232320056,-0.3659517426273458,-0.5939901752223614,0.2887385622238847,0.0,8
63,The Blue Room Band,Emily,0.34782608695652173,-0.09292035398230096,-1.2294617563739376,Unknown,-1.908478062157221,0.0,-0.3913043478260871,1.636085040268719,15.392723148067358,0.35911167112931164,-0.7037533512064341,-0.32171702507155286,-24.83607118009798,-1.0,7
64,Fu Manchu,Eatin' Dust,0.17391304347826086,-1.1194690265486726,0.6458923512747878,7.0,0.42767367458866545,-1.0,0.7018633540372672,-0.22023123084886606,0.6592792950004362,0.30871003307607486,-0.2077747989276138,-0.6595044946283711,-0.215347547518146,0.0,10
65,Primal Scream,Gentle Tuesday,-0.5652173913043478,-0.5265486725663718,0.6260623229461759,6.0,0.34517824497257776,0.0,-0.049689440993788955,-0.22026503192155147,0.0034900968501876016,1.297842179870846,0.5563002680965146,0.1771067274246401,0.1978033779931395,0.0,1
66,Satish Vyas,Awakening The Soul 2,-1.2173913043478262,-1.2123893805309733,-0.6203966005665722,7.0,-1.5273080438756852,-1.0,-0.29606625258799174,1.467940021268555,16.07329203385394,-0.2828791935737912,0.23994638069705082,-0.3363890090485138,3.8079967433882085,-1.0,6
67,The Receiving End Of Sirens,This Armistice,-0.4782608695652174,-0.3893805309734514,0.48158640226628907,7.0,0.08009597806215728,0.0,-0.1449275362318842,-0.2191892300941272,-0.060675333740511296,1.7010552842967397,-0.8029490616621983,0.615417434536049,1.2610510230424345,0.0,10
68,Matt Schofield,Anything But Time,-0.5652173913043478,0.11504424778761022,0.07365439093484426,5.0,0.3166133455210238,-1.0,-0.22774327122153218,-0.18308778359715416,0.08986999389233051,-0.24759804693652543,0.6474530831099194,0.06966229548996472,0.10511971666790661,0.0,2
69,The Black Crowes,Sometimes Salvation,-0.13043478260869565,-0.7920353982300886,-0.10481586402266267,4.0,0.47977605118829997,0.0,-0.27122153209109734,-0.2132431253244901,0.0,-0.43849425106315953,-0.3176943699731903,0.6703129351671341,0.7277091853565282,-1.0,10
70,Rosie Flores,Simple Case of the Blues,-0.2608695652173913,0.46460176991150426,-0.19546742209631715,11.0,0.051759597806215855,-1.0,-0.1469979296066253,0.4704367468760679,-0.06691388186022161,-0.06300204756654597,0.695710455764075,-0.2932026523344219,0.10874269146649579,0.0,2
71,Immortal,Blashyrkh - Mighty Ravendark,-0.13043478260869565,-1.008849557522124,0.8243626062322947,9.0,0.1945840950639855,0.0,2.2132505175983437,-0.14498478368874676,11.291859349096937,0.5985194518821861,-1.1981233243967826,0.40616981814087716,0.6406666800807811,0.0,8
72,Asha Bhosle,Koi Mar Jaye - Deewaar / Soundtrack Version,-1.5217391304347827,-0.19026548672566385,0.6317280453257793,5.0,0.7089808043875686,0.0,6.291925465838509,1.383138144514107,-0.068232614955065,0.693022523232005,0.6983914209115281,0.21699840599204784,-24.568765393946236,-1.0,3
73,Make Them Suffer,Uncharted,-0.08695652173913043,-0.2300884955752214,0.5892351274787537,Unknown,0.6753884826325413,0.0,0.5072463768115941,-0.22021151374375642,0.00802722275543147,0.012600409513309194,-0.5965147453083108,-0.00030813536623678386,0.7976387929078453,0.0,8
74,"Manuel de Falla, Mischa Maisky, Pavel Gililov",7 Canciones populares españolas - Arranged by Mischa Maisky: No.5: Nana,-0.32434782608695656,-1.6194690265486726,-1.804886685552408,9.0,-3.5965150822669103,-1.0,0.002070393374741117,1.7221975238281604,15.637029927580489,-0.46747519294377066,-1.1608579088471849,-0.7030937975906186,-25.75409003979294,0.0,7
75,Walter Wolfman Washington,Steal Away,-0.9130434782608695,-0.00442477876106195,-0.9008498583569404,10.0,-1.020680987202925,-1.0,0.22981366459627328,0.5336469252375474,0.0,-0.15750511891636482,-0.21581769436997306,0.6321752579152272,0.4652046506982275,0.0,2
76,Lazy Lester,I Made up My Mind,-0.5217391304347826,0.38495575221238915,-0.4107648725212462,7.0,-0.7997029250457036,0.0,-0.033126293995859306,0.9866242319606809,2.2176075386091965,3.597416916049771,0.6045576407506701,0.27025841891003016,0.5461011396950682,0.0,2
77,Wanderlust,Baile Amargo,-0.6521739130434783,-1.088495575221239,0.6855524079320113,Unknown,-0.06090036563071292,0.0,0.01449275362318839,-0.2190259243736517,1.5946252508507108,-0.485745786738069,0.5187667560321717,0.23645833950591685,-0.4338823148275514,-1.0,10
78,Bruce Springsteen,Dancing In the Dark,1.434782608695652,-0.0796460176991151,0.6883852691218131,1.0,0.3138711151736748,-1.0,-0.21739130434782616,-0.18837444496283812,0.0,0.37171208064262085,0.03887399463806973,0.6793910771108759,-25.217997416789075,0.0,10
79,Spiritbox,Constance,0.6086956521739131,-0.915929203539823,-0.07365439093484395,6.0,-0.1500228519195611,-1.0,-0.024844720496894405,-0.21091198880276277,2.1827065701073205,0.5166167900456764,-0.9343163538873993,-0.18499973334439482,0.6115005384546863,0.0,8
80,Villagers,A Trick of the Light,0.7391304347826086,0.07964601769911461,-0.263456090651558,11.0,-0.26176873857404026,0.0,-0.42236024844720504,0.9459568134646336,0.6139080359479976,0.01890061426996379,-0.14879356568364607,0.7096594511635075,0.40874987724424766,0.0,1
81,Alma Zohar,Khulat Einaim,-0.6956521739130435,0.2876106194690263,0.3201133144475924,11.0,0.39408135283363815,-1.0,-0.1656314699792961,0.7131669775915062,-0.06702731000785271,1.3545440226807368,0.2828418230563002,-0.6170766249696312,-0.07794319294221531,0.0,10
82,Itzhak Klepter,◊ì◊û◊ô◊ï◊ü ◊ó◊ï◊§◊©◊ô,-0.34782608695652173,0.25221238938053064,0.31444759206798895,4.0,-0.19732632541133438,-1.0,-0.2587991718426502,0.5422553171700623,0.1200593316464532,0.926130099228225,0.4168900804289544,0.4423401695929653,0.6345095694561561,0.0,10
83,Blues Pills,Black Smoke,-0.34782608695652173,-1.3761061946902655,0.6770538243626062,11.0,1.0337065813528337,-1.0,1.4265010351966876,-0.20779745662503127,-0.06685629526219353,0.6048196566388407,0.10589812332439687,1.3493721741912932,0.6810692459604479,0.0,10
84,The Specials,Ghost Town,0.7391304347826086,0.5309734513274336,0.18980169971671407,10.0,-0.5577010968921389,-1.0,0.07039337474120085,-0.08528685575251281,5.829857778553356,-0.10080327610647347,1.1380697050938338,-1.0992610676890442,0.11480474540595577,0.0,6
85,Charlie Hunter,Two For Bleu,-0.34782608695652173,0.2566371681415926,-0.3654390934844193,2.0,-1.2640539305301643,0.0,0.08488612836438923,0.44163411855818907,14.363144577262018,-0.30051976689242405,0.006702412868632713,-0.08860076915327958,1.1497636792901145,0.0,10
86,Pomegranate Tiger,Stomp the Haunted Crown,-0.5652173913043478,0.03982300884955755,0.6203966005665725,8.0,0.19229890310786124,-1.0,1.2401656314699794,-0.22050559460296945,12.216735014396647,2.6586864073082377,-0.5643431635388738,-0.00023702720479755197,1.2645152423901704,0.0,8
87,The Struts,Body Talks,0.5652173913043478,-0.0353982300884956,0.6260623229461759,10.0,0.8170703839122486,-1.0,4.697722567287785,-0.20395813599823798,0.0,1.3293432036541188,0.9718498659517425,1.5559176804517743,-0.39120938537943356,0.0,10
88,Testament,Night of the Witch,0.21739130434782608,-0.4778761061946904,0.8243626062322947,11.0,0.4608089579524681,0.0,1.9648033126293993,-0.22056410458100073,2.810924003141087,1.1781382894944086,-1.186327077747989,-0.04766617088476321,1.49225532503367,0.0,8
89,YBN Nahmir,Opp Stoppa (feat. Lil Eazzyy),0.5652173913043478,1.287610619469026,-0.9405099150141643,7.0,0.6276279707495429,0.0,1.6335403726708075,-0.13813686824561766,0.0,0.13860450464640095,-0.7198391420911526,-0.9967230988936758,-1.0282090204677456,0.0,5
90,Understand It,The Franklin Electric,-0.08695652173913043,-0.2920353982300887,-0.3371104815864023,2.0,-0.4066499085923214,0.0,-0.1407867494824017,1.1087353790914352,-0.06812320041881162,-0.34336115923767524,-0.2587131367292224,-0.5704296710654968,-25.390083613793614,0.0,0
91,Filthy Gears,Magneto,-1.1304347826086956,0.9513274336283183,-0.47308781869688366,9.0,-0.5101691042047531,0.0,-0.09109730848861287,-0.18921008863371375,12.408690341156966,-0.06300204756654597,-0.9155495978552277,0.4745047612839766,-0.13686989325355833,0.0,5
92,Bush,Mad Love,-0.34782608695652173,-0.7920353982300886,0.07648725212464597,4.0,0.5791819012797076,0.0,-0.287784679089027,-0.2178042474419753,-0.06652124596457551,-0.20160655221294693,-0.6286863270777479,0.4044632222663356,0.3169614943006782,0.0,10
93,Eden Ben Zaken,◊™◊®◊ô◊û◊ï,-0.5652173913043478,1.199115044247787,0.5439093484419265,11.0,1.1066384826325408,-1.0,0.27743271221532084,0.18291796288134865,-0.06461914318122328,1.5687509844069931,-0.18364611260053618,0.11704403372897133,-0.49012603196161625,0.0,9
94,Alfie Templeman,Shady,0.0,1.079646017699115,0.1246458923512749,6.0,0.2057815356489945,-1.0,0.8074534161490683,-0.1554256007290794,0.1933513655003926,2.268073712395653,0.39812332439678283,-0.2387575033924521,-0.4175191616505566,0.0,6
95,Lords Of The New Church,Dance With Me,-0.2608695652173913,-0.07522123893805316,0.6288951841359777,6.0,0.26862431444241325,-1.0,0.45962732919254656,-0.21788586371650423,4.433819038478318,0.006300204756654597,0.7707774798927614,0.3426702299756454,-0.03714659926889142,0.0,10
96,Long Beach Dub Allstars,Owens Brothers,0.08695652173913043,0.3362831858407077,0.5609065155807368,7.0,-0.25125685557586813,-1.0,-0.318840579710145,0.13614992739427328,-0.02669924090393508,0.4977161757757126,1.1407506702412868,0.9971023424213519,-0.16064797387804505,0.0,10
97,Nick Cave & The Bad Seeds,Deanna,-0.13043478260869565,-0.5752212389380533,0.6827195467422097,Unknown,0.4889168190127972,0.0,0.8654244306418221,-0.2068161105515242,0.0,0.09450307134981878,-0.11126005361930288,0.3397073899156775,0.1821659598913772,0.0,6
98,Menta,Ocho Domingos,-0.6521739130434783,-0.43362831858407086,0.31444759206798895,2.0,0.632426873857404,0.0,-0.1904761904761905,-0.21952713405654212,-0.06798359654480411,0.3465112616160025,-0.41420911528150123,0.8500032591240659,-0.7116982881922712,0.0,6
99,Oakwood Station,From This Day Until Forever,0.0,-0.6371681415929203,-1.4900849858356942,5.0,-1.7030393053016448,0.0,-0.10973084886128379,1.6937848365039698,0.09702469243521508,0.050401638053236775,-0.888739946380697,-0.9579928536297757,-25.294314739156434,0.0,7
100,Sara Evans,A Little Bit Stronger,0.782608695652174,-0.03982300884955755,-0.1388101983002831,2.0,0.3223263254113347,0.0,-0.27743271221532095,0.47924017300222593,-0.06838565570194573,-0.2608284769255001,-0.5160857908847184,0.6605948197704394,-24.782969988901662,0.0,4
