Id,Artist Name,Track Name,Popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,Class,log_duration_in min/ms,log_acousticness,duration_ms_standard_log,loudness_capped,key_10.0,key_11.0,key_2.0,key_3.0,key_4.0,key_5.0,key_6.0,key_7.0,key_8.0,key_9.0,key_Unknown,mode_1,time_signature_3,time_signature_4,time_signature_5
11,Dierks Bentley,What Was I Thinkin',1.0434782608695652,0.026548672566371702,0.3569405099150142,0.17675959780621578,-0.06418219461697734,0.16484800336472183,-0.027098254641540923,-0.1833359584186486,1.2131367292225201,1.0618107693310501,-2.407069631869737,4,-25.069164284520284,0.17803141513778747,-25.069164284520287,0.17675959780621578,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12,Elderbrook,My House,0.30434782608695654,1.376106194690265,-0.2662889518413597,-0.15482175502742213,0.01863354037267077,-0.14311750823655864,14.45370627911828,-0.39628287919357374,0.32037533512064337,0.09334131324922827,-0.31112455177776815,6,-0.3281501988864705,-0.1642479812192053,-0.32815019888647473,-0.15482175502742213,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
13,Alter Bridge,Blackbird,0.5652173913043478,-1.1769911504424777,0.30311614730878217,0.5254798903107861,-0.04761904761904769,-0.17865738252681262,0.1918329740629998,-0.08190266183650967,-0.9343163538873993,0.6969310902658853,3.1012456617848247,8,1.9627934541619383,-0.2065638196636922,1.962793454161934,0.5254798903107861,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
14,Thieves Like Us,Drugs in My Body - Designer Drugs Remix,-1.0869565217391304,0.9115044247787607,-0.21246458923512737,0.8335237659963437,0.09937888198757762,-0.19004369465149423,0.9567311035393923,1.108836037171208,0.6152815013404824,0.13733356245963127,0.811267118849095,6,0.6886519573030471,-0.22025658161535844,0.6886519573030428,0.8335237659963437,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
15,"Kelsea Ballerini, Kenny Chesney",half of my hometown (feat. Kenny Chesney),1.1304347826086956,0.11504424778761022,-0.2294617563739376,0.4678930530164534,-0.053830227743271335,0.1531649414678599,-0.02627859675961338,0.18900614269963772,-0.5160857908847184,0.42593788702098295,-2.4070751991858756,4,-25.293754080287815,0.1657778331045094,-25.29375408028782,0.4678930530164534,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
16,DJ Enimoney,Sugar Daddy,0.13043478260869565,1.5754424778761025,-0.3966005665722377,-0.8842550274223031,0.8385093167701863,-0.1424165245227469,8.82127459842848,-0.16380532367301942,-0.18364611260053618,-0.14351997250484444,-0.6365922149738628,9,-0.728255914764349,-0.16341970834574893,-0.7282559147643533,-0.8842550274223031,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
17,Attawalpa,Done Hanging On - Joel Wolf Alice Remix,-0.8260869565217391,-0.0707964601769912,0.07648725212464597,0.5508455210237662,0.9047619047619049,-0.09077739093861718,15.37506084416939,-0.4038431249015593,-0.32305630026809645,0.23641093406495714,0.8770956639449317,6,0.7366586218943063,-0.10306377758632741,0.7366586218943021,0.5508455210237662,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
18,Foo Fighters,Run,0.7391304347826086,-0.7964601769911506,0.5467422096317283,-0.23366087751371092,0.6521739130434783,-0.1902397364301236,1.6208017523120783,3.9187273586391558,-0.8163538873994637,0.38097382627091053,1.3183220287726272,10,1.0355400847223903,-0.22049291807073532,1.035540084722382,-0.23366087751371092,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
19,The Collective Projekt,Dama Dam Mast Kalandar,-1.4782608695652173,-1.3849557522123894,0.5552407932011334,0.9550959780621574,0.09523809523809525,1.3518470920858938,-0.0056498157290869894,-0.031501023783272984,-0.36863270777479873,1.3127277683296106,-2.407059492038801,0,-24.707871565843707,1.2071666987527743,-24.70787156584371,0.9550959780621574,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
20,Mohammed Rafi,All Line Clear,-1.7391304347826086,-0.088495575221239,-0.8611898016997166,-0.5204524680073126,0.6211180124223603,1.3962427272939693,-0.005475975245115082,0.61742006615215,1.0951742627345844,0.10611707958780982,-2.4070805560595843,3,-25.531999089634205,1.2392274145402493,-25.53199908963421,-0.5204524680073126,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
21,Die Apokalyptischen Reiter,Ghostriders in the Sky,0.2608695652173913,-0.5663716814159294,0.7337110481586403,0.779136197440585,1.5507246376811594,-0.1764843330139963,-0.022773103400319867,-0.11970389037643725,-0.8163538873994637,0.2340169592965031,0.02482683141083798,8,0.024328909307497246,-0.20395813599823798,0.024328909307497246,0.779136197440585,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
22,Volbeat,A Warrior's Call,0.782608695652174,-0.756637168141593,0.577903682719547,0.5766681901279708,0.7329192546583851,-0.18856461901535151,-0.02710433905847994,0.7245235470152779,-0.13806970509383373,-0.25935516748934884,0.6237122161259199,10,0.546290408184078,-0.21847413370211355,0.5462904081840738,0.5766681901279708,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
23,Danny Weissfeld,◊ó◊ï◊ú ◊î◊ô◊ù,-0.6956521739130435,-0.5000000000000001,-0.32011331444759206,-0.13813985374771476,-0.40165631469979307,0.826109306727107,-0.02712154926639316,0.09450307134981878,-0.7707774798927612,-0.9039269482154816,0.009274059993375671,9,0.009117295734045561,0.7968491918743351,0.009117295734045561,-0.13813985374771476,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
24,Metric,Combat Baby,0.30434782608695654,0.4601769911504423,0.6090651558073658,0.18612888482632556,-0.033126293995859306,-0.17692828936607705,-0.024337667756067032,-0.18459599936997956,0.6930294906166219,0.45189236594630156,0.009435347993260465,10,0.00927554764193317,-0.20449028410996298,0.009275547641928958,0.18612888482632556,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
25,Tyla Yaweh,Tommy Lee (feat. Post Malone) - Tommy Lee Remix,0.782608695652174,-0.18141592920353997,-0.2889518413597733,0.17744515539305308,1.0952380952380953,0.29102507185083065,0.0,-0.2148369822019216,0.20509383378016102,-0.04944387492074401,0.24824527296553908,10,0.23271528467996808,0.3070811873406854,0.23271528467996389,0.17744515539305308,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
26,Underoath,A Boy Brushed Red Living In Black And White,0.782608695652174,-0.5575221238938055,0.6600566572237964,0.779136197440585,1.2194616977225672,-0.18632147113115402,0.41434879354704124,0.050401638053236775,-0.09517426273458438,1.1808932370212795,0.6803934275140047,8,0.590222017355678,-0.21577304552828078,0.5902220173556696,0.779136197440585,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
27,Adi-Keshet Cohen,Requiem,-1.3043478260869565,-0.25221238938053114,-0.32294617563739375,-0.439099634369287,-0.2194616977225674,0.9756524990069396,0.3569814338363118,-0.11340368561978265,-0.7412868632707773,0.36428711105317124,-0.149974798750018,6,-0.15252599283642498,0.9197684994031996,-0.15252599283642498,-0.439099634369287,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28,Human Impact,Genetic,-1.0,-1.6327433628318584,0.5892351274787537,0.0257084095063987,1.9648033126293993,-0.186578498492885,0.44216327098254643,-0.16380532367301942,-0.8002680965147452,-0.4329301895625072,0.8297000331216429,8,0.7021927676205136,-0.21608241387144336,0.7021927676205094,0.0257084095063987,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
29,a crowd of rebellion,Meteor,-0.34782608695652173,-0.31415929203539844,0.6912181303116147,1.1066384826325408,0.21946169772256727,-0.19023296025422343,-0.025224254224323762,1.480548117813829,-0.15415549597855224,-0.39391551165285005,-0.07343212223326277,10,-0.07345604908530208,-0.22048474878018764,-0.07345604908530208,1.1066384826325408,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
30,Planet of Zeus,Leftovers,-0.2608695652173913,-0.41150442477876115,0.6118980169971674,0.726119744058501,-0.24016563146997943,-0.19029485711615296,-0.023937834642931647,-0.36604189636163176,0.11126005361930304,-0.3570814840273293,0.25013464667847524,8,0.23440171526502734,-0.22055937190399913,0.23440171526502734,0.726119744058501,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
31,Arlo Guthrie,Coming into Los Angeles (Taking Woodstock - Original Motion Picture Soundtrack) - Live,-0.43478260869565216,0.33185840707964576,0.4220963172804533,-0.04284734917733069,-0.1656314699792961,0.6368437039979437,-0.009300465892497042,3.584816506536462,0.6742627345844503,0.31991561831509185,-0.876266182802667,10,-1.0731200785739907,0.6331713086865544,-1.0731200785739992,-0.04284734917733069,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
32,Give a Little Love (feat. Sufjan Stevens),"Mina Tindle, Sufjan Stevens",-0.34782608695652173,0.07964601769911461,-1.2294617563739376,-0.8111288848263254,-0.31055900621118027,2.080870154450078,0.2578923579723246,-0.05670184280989137,-0.5911528150134047,0.28791694566743886,-2.4070778901993575,0,-25.410444332703765,1.6923566519016136,-25.41044433270377,-0.8111288848263254,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
33,Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,-1.8695652173913044,-0.6283185840707964,0.577903682719547,0.716064899451554,0.3995859213250518,1.1508984274598686,5.274928725401572,0.9954323515514252,0.04691689008042899,-0.10407864562655195,2.475759277660172,10,1.6770108100170067,1.0573044712495012,1.6770108100170025,0.716064899451554,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
34,Our Lady Peace,Superman's Dead,0.4782608695652174,-1.3185840707964602,0.48158640226628907,-0.31272851919561223,0.14699792960662517,-0.16601630955440802,-0.027056706765871637,-0.2116868798235943,0.32305630026809645,1.3083901704818173,0.5343932259040048,10,0.4753668037392312,-0.19143968437163364,0.47536680373922696,-0.31272851919561223,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
35,Reeshabh Purohit,Soona Soona,-0.048260869565217364,-0.34513274336283184,-1.43342776203966,-2.715150822669104,-0.32298136645962744,1.5177465710213331,1.8328871427578055,-0.15120491415971024,-0.9986595174262733,-0.47533435650076755,-2.4070575020521017,0,-24.642999898808473,1.3251513136368924,-24.642999898808476,-2.715150822669104,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,Johnny Cosmic,Kingdom (with The Movement),0.13043478260869565,0.8716814159292032,-0.5552407932011331,-0.3159277879341865,0.31055900621118016,-0.049185690585788706,1.1201411584729852,-0.05670184280989137,-0.09785522788203746,-1.0916524944150467,0.8454025719675696,10,0.7136671596323247,-0.05537431308800297,0.7136671596323163,-0.3159277879341865,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
37,Sonna,Something's Gotta Give,-0.5652173913043478,0.5353982300884955,-0.6685552407932009,-0.1811014625228518,0.8053830227743269,0.7747038343809145,-0.025450246853487242,0.648921089935423,0.0442359249329759,-0.833316543906327,-0.7831223628691983,5,-0.9330777139888259,0.7533258054512065,-0.9330777139888301,-0.1811014625228518,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
38,Urban Dance Squad,Demagogue,-0.30434782608695654,0.43362831858407064,0.7960339943342778,0.19252742230347353,0.3146997929606625,-0.16274505222328664,-0.026213406578123915,3.232005040163805,0.5509383378016087,-0.5982803676291948,0.4341642545470255,10,0.3931693692968646,-0.1875390490981258,0.3931693692968646,0.19252742230347353,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
39,Betcha,July,0.4782608695652174,0.2743362831858404,-0.11614730878186948,0.3339808043875687,-0.43271221532091103,-0.16624997079234524,0.362196648355469,-0.4744054181760907,0.23190348525469157,-0.4758795190718016,-0.015598853703143676,1,-0.015414699640352757,-0.19171850795456138,-0.015414699640356968,0.3339808043875687,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
40,ED.,Sonic Boom,-0.5217391304347826,1.566371681415929,0.07648725212464597,-0.5163391224862887,2.5859213250517596,-0.18862069771245646,0.32047493220221124,-0.12600409513309185,0.6099195710455763,-0.1197224411431823,0.11745222563039127,6,0.11295529718617904,-0.21854169410017057,0.11295529718617484,-0.5163391224862887,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
41,Corey Harper,On the Run,-0.5656521739130436,-0.592920353982301,-0.5297450424929178,-0.10911791590493582,-0.4161490683229815,0.7139519125172324,-0.0056498157290869894,-0.38683257205859195,-1.1423592493297585,-0.8689654355078608,-2.4070800366737806,0,-25.507822851497924,0.7010068404319418,-25.507822851497927,-0.10911791590493582,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
42,James Taylor,Mexico,-1.7826086956521738,1.0132743362831855,-0.5722379603399432,-1.47040676416819,-0.36853002070393387,0.4615977755450149,-0.02708191363604756,-0.06300204756654597,0.7707774798927614,-0.09637526147063538,-0.36337034316902117,10,-0.38799956828580184,0.4726401838814894,-0.387999568285806,-1.47040676416819,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
43,"Bickram Ghosh, Kala Ramnath",Rasiya,-1.0,0.8274336283185837,-0.42209631728045305,-0.3879113345521023,-0.15320910973084895,1.7000023366123793,1.5547423684027537,-0.23688769885021269,-0.6581769436997318,0.3060969322754017,-2.407049048448807,0,-24.38564295403661,1.449314538096229,-24.385642954036612,-0.3879113345521023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
44,Greta Van Fleet,Rolling In The Deep - Recorded At Spotify Studios NYC,0.6956521739130435,0.3053097345132741,-0.6373937677053824,-0.7128656307129795,-0.42857142857142866,-0.1771619506040143,0.0223385021903901,-0.18270593794298312,-0.24798927613941008,-0.35727110579116744,0.3307786466208724,10,0.3052876346449221,-0.20477040244483377,0.3052876346449221,-0.7128656307129795,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
45,Thornhill,Reptile,-0.21739130434782608,-0.34513274336283184,0.8101983002832862,1.0663848263254114,3.3933747412008284,-0.19016846975255275,0.14837285307002293,1.5687509844069931,-0.5965147453083108,0.11851360239871535,0.17533157644619174,8,0.16669974679804278,-0.2204070008557578,0.16669974679803856,1.0663848263254114,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
46,J.I the Prince of N.Y,R&B Shit (feat. A Boogie Wit da Hoodie),0.9130434782608695,-0.013274336283185851,-0.6827195467422095,-0.8847120658135281,7.01656314699793,0.9616328247307053,-0.025450246853487242,-0.2614584974011656,0.041554959785522816,-0.49401210023880504,0.043248225111965556,5,0.04222086902078326,0.9084699786382618,0.042220869020779046,-0.8847120658135281,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
47,Cody Jinks,What Else Is New,0.0,-0.14601769911504436,-0.27762039660056653,0.039648080438757005,-0.42236024844720504,-0.18594761315045447,0.0,-0.4756654591274217,0.9128686327077746,-0.56919712960055,-0.4387033596866405,10,-0.47704593616240065,-0.21532311585059602,-0.4770459361624091,0.039648080438757005,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
48,R. D. Burman,"Mehbooba Mehbooba - From “Sholay Songs And Dialogues, Vol. 2” Soundtrack",-0.34782608695652173,-0.07522123893805316,-0.6288951841359773,-0.7862202925045704,-0.23395445134575582,2.0948898287263122,9.655708921493638,-0.10710348086312806,-0.15683646112600533,-0.20263455738132366,-2.4070747368269467,3,-25.274270484292227,1.7009149189430155,-25.27427048429223,-0.7862202925045704,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
49,R.B James,Let Me Reach That Mountain,0.13043478260869565,0.7035398230088491,-1.6657223796033995,-2.9480118829981716,0.2650103519668737,1.9710493726195761,15.427212989360962,-0.14490470940305564,-0.8083109919571044,-1.068779369152095,-2.407079103123515,7,-25.46497843234028,1.6244018962333213,-25.46497843234029,-2.9480118829981716,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
50,Swiss Portrait,Cassette,-0.17391304347826086,0.2035398230088492,0.09348441926345617,-0.34472120658135275,-0.2939958592132506,0.826109306727107,16.03565468326264,0.11970389037643717,0.6206434316353886,-0.04927795587738602,0.10954911363603635,6,0.10552133695199771,0.7968491918743351,0.10552133695199771,-0.34472120658135275,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
51,The Wallflowers,One Headlight,1.173913043478261,0.6902654867256632,-0.45325779036827174,-0.4466407678244971,-0.40165631469979307,-0.1887865971913919,0.059714206244350185,-0.4416443534414868,0.727882037533512,-0.29697138489070085,1.194521968289627,10,0.9554108761083512,-0.21874156976492243,0.9554108761083512,-0.4466407678244971,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
52,Hanan Ben Ari,◊ê◊ú◊ï◊£ ◊î◊¢◊ï◊ú◊ù,0.43478260869565216,0.1681415929203536,-0.7535410764872521,-0.29604661791590464,0.06211180124223594,1.5527957567119188,-0.025093873861344828,0.025200819026618387,-0.698391420911528,0.17665637573552517,0.07700349937356893,9,0.0746596988089765,1.34945771177715,0.07465969880897229,-0.29604661791590464,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
53,Black Mountain,Wucan,0.0,-0.09292035398230096,-0.2436260623229461,-0.6881855575868372,-0.44513457556935826,-0.1587728111783536,11.324577567623948,-0.27090880453614746,-0.10053619302949054,-0.4186137463927424,1.7743868895897237,10,1.3093567750476722,-0.1828098128960743,1.309356775047668,-0.6881855575868372,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
54,Limp Bizkit,Nookie,1.0,0.12389380530973411,0.6515580736543912,0.232518281535649,0.7225672877846792,-0.185223263312849,1.229660663375287,3.7108206016695537,-0.5268096514745307,-0.5330741835894218,0.9287769473365879,8,0.7736786230246533,-0.21445158153958935,0.7736786230246491,0.232518281535649,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
55,Garbage,#1 Crush,0.08695652173913043,0.45132743362831845,-0.20396600566572226,-0.032563985374771294,-0.4865424430641823,-0.1900390214267355,0.25441554829288643,1.2726413608442275,-0.09517426273458438,-0.612857540724237,0.9396869284716521,10,0.7814202434563945,-0.22025094809197873,0.7814202434563903,-0.032563985374771294,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
56,The Cardigans,My Favourite Game,1.0,0.18141592920353947,0.2209631728045328,0.18932815356489965,-0.34782608695652184,-0.1902053882281468,-0.0016514845977331208,-0.35344148684832255,-0.15147453083109916,0.5517756300479388,0.1327976267622874,6,0.12732352179977888,-0.22045150846295636,0.12732352179977466,0.18932815356489965,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
57,Polo G,RAPSTAR,1.9565217391304348,1.079646017699115,-0.4617563739376769,0.03462065813528346,4.0351966873706,0.7676939972427974,-0.025093873861344828,0.0,-0.11662198391420905,-0.9249038558400543,-2.407087853765585,9,-25.90066027096732,0.7473383556567607,-25.90066027096733,0.03462065813528346,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
58,Sarcastic Sounds,say goodbye,0.8260869565217391,0.7300884955752208,-0.8045325779036827,-0.582152650822669,0.9047619047619049,1.9173072878940112,0.01382031847576664,0.12600409513309177,-0.16756032171581767,-0.6647190931339145,-1.4077216629944844,6,-2.084169474635678,1.5905404153500837,-2.0841694746356825,-0.582152650822669,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
59,Evergrey,The Beholder,0.21739130434782608,-0.14601769911504436,0.4985835694050993,-0.012911334552102324,-0.022774327122153288,-0.18655513236909127,-0.02702871844795216,-0.20979681839659794,0.0442359249329759,0.4018559230135642,1.622165579412739,8,1.221434256327352,-0.2160542880726722,1.2214342563273477,-0.012911334552102324,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
60,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,2.0869565217391304,0.18141592920353947,-0.23512747875354098,-0.21720749542961604,-0.30434782608695665,0.2349463747458934,-0.025093873861344828,-0.22869743266656165,0.6394101876675602,0.6643398496062386,-2.4070732284001672,9,-25.211796856252658,0.2504542743192607,-25.21179685625266,-0.21720749542961604,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
61,Pit Pony,Dutch Courage,-0.8260869565217391,-1.7123893805309733,0.6147308781869691,0.8529478976234004,0.5217391304347827,-0.19028459938780753,1.6972915652597178,0.5670184280989132,-0.15415549597855224,0.7543627819883028,0.7057962874958598,1,0.6096497826288502,-0.22054700500579594,0.609649782628846,0.8529478976234004,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
62,Vertilizar,Nobody's Favorite,-0.782608695652174,-0.5265486725663718,0.7422096317280454,0.9493829981718465,0.391304347826087,-0.1902991798490548,3.101922675752729,-0.06930225232320056,-0.3659517426273458,-0.5939901752223614,0.3117351420630463,8,0.2887385622238847,-0.22056458348328317,0.2887385622238847,0.9493829981718465,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
63,The Blue Room Band,Emily,0.34782608695652173,-0.09292035398230096,-1.2294617563739376,-1.908478062157221,-0.3913043478260871,1.9897422716545552,15.37506084416939,0.35911167112931164,-0.7037533512064341,-0.32171702507155286,-2.4070632680980975,7,-24.836071180097978,1.6360850402687193,-24.83607118009798,-1.908478062157221,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
64,Fu Manchu,Eatin' Dust,0.17391304347826086,-1.1194690265486726,0.6458923512747878,0.42767367458866545,0.7018633540372672,-0.1900226651400799,0.6977087824212503,0.30871003307607486,-0.2077747989276138,-0.6595044946283711,-0.20899468613643238,10,-0.21534754751814178,-0.22023123084886614,-0.215347547518146,0.42767367458866545,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
65,Primal Scream,Gentle Tuesday,-0.5652173913043478,-0.5265486725663718,0.6260623229461759,0.34517824497257776,-0.049689440993788955,-0.19005070448863234,0.04441624365482234,1.297842179870846,0.5563002680965146,0.1771067274246401,0.20943246785040537,1,0.19780337799314368,-0.22026503192155147,0.1978033779931395,0.34517824497257776,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
66,Satish Vyas,Awakening The Soul 2,-1.2173913043478262,-1.2123893805309733,-0.6203966005665722,-1.5273080438756852,-0.29606625258799174,1.7280416851648477,16.05303873165983,-0.2828791935737912,0.23994638069705082,-0.3363890090485138,9.588099249722786,6,3.8079967433882125,1.4679400212685552,3.8079967433882085,-1.5273080438756852,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
67,The Receiving End Of Sirens,This Armistice,-0.4782608695652174,-0.3893805309734514,0.48158640226628907,0.08009597806215728,-0.1449275362318842,-0.18915811855971212,-0.019504902301648006,1.7010552842967397,-0.8029490616621983,0.615417434536049,1.690056306792817,10,1.2610510230424388,-0.21918923009412722,1.2610510230424345,0.08009597806215728,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
68,Matt Schofield,Anything But Time,-0.5652173913043478,0.11504424778761022,0.07365439093484426,0.3166133455210238,-0.22774327122153218,-0.15900647241629084,0.13046728322091647,-0.24759804693652543,0.6474530831099194,0.06966229548996472,0.10912285249348368,2,0.10511971666791083,-0.18308778359715425,0.10511971666790661,0.3166133455210238,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
69,The Black Crowes,Sometimes Salvation,-0.13043478260869565,-0.7920353982300886,-0.10481586402266267,0.47977605118829997,-0.27122153209109734,-0.1842185199897189,0.0,-0.43849425106315953,-0.3176943699731903,0.6703129351671341,0.8647225702394838,10,0.7277091853565282,-0.21324312532449033,0.7277091853565282,0.47977605118829997,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
70,Rosie Flores,Simple Case of the Blues,-0.2608695652173913,0.46460176991150426,-0.19546742209631715,0.051759597806215855,-0.1469979296066253,0.4592611631656425,-0.025719699603643696,-0.06300204756654597,0.695710455764075,-0.2932026523344219,0.11297072334787805,2,0.10874269146650421,0.47043674687606774,0.10874269146649579,0.051759597806215855,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
